STATIONS_ID;MESS_DATUM;QN_9;TT_TU;RF_TU;eor
         44;2022080600;    3;  10.7;  90.0;eor
         44;2022080601;    3;  11.3;  87.0;eor
         44;2022080602;    3;  10.6;  90.0;eor
         44;2022080603;    3;   9.8;  93.0;eor
         44;2022080604;    3;   9.8;  94.0;eor
         44;2022080605;    3;  10.1;  92.0;eor
         44;2022080606;    3;  12.7;  80.0;eor
         44;2022080607;    3;  15.4;  72.0;eor
         44;2022080608;    3;  17.2;  65.0;eor
         44;2022080609;    3;  18.7;  59.0;eor
         44;2022080610;    3;  19.4;  51.0;eor
         44;2022080611;    3;  19.6;  49.0;eor
         44;2022080612;    3;  18.5;  57.0;eor
         44;2022080613;    3;  20.8;  45.0;eor
         44;2022080614;    3;  18.8;  57.0;eor
         44;2022080615;    3;  19.6;  52.0;eor
         44;2022080616;    3;  19.3;  52.0;eor
         44;2022080617;    3;  19.1;  57.0;eor
         44;2022080618;    3;  18.7;  55.0;eor
         44;2022080619;    3;  15.6;  71.0;eor
         44;2022080620;    3;  14.0;  81.0;eor
         44;2022080621;    3;  13.0;  87.0;eor
         44;2022080622;    3;  11.0;  93.0;eor
         44;2022080623;    3;  10.5;  97.0;eor
         44;2022080700;    3;   9.7;  98.0;eor
         44;2022080701;    3;   9.2;  98.0;eor
         44;2022080702;    3;   8.7;  99.0;eor
         44;2022080703;    3;   8.2;  99.0;eor
         44;2022080704;    3;   8.0;  98.0;eor
         44;2022080705;    3;   9.0;  98.0;eor
         44;2022080706;    3;  12.7;  85.0;eor
         44;2022080707;    3;  15.9;  71.0;eor
         44;2022080708;    3;  18.3;  54.0;eor
         44;2022080709;    3;  19.6;  51.0;eor
         44;2022080710;    3;  20.4;  50.0;eor
         44;2022080711;    3;  21.6;  46.0;eor
         44;2022080712;    3;  20.6;  49.0;eor
         44;2022080713;    3;  22.5;  43.0;eor
         44;2022080714;    3;  23.3;  43.0;eor
         44;2022080715;    3;  22.7;  45.0;eor
         44;2022080716;    3;  23.0;  42.0;eor
         44;2022080717;    3;  22.5;  44.0;eor
         44;2022080718;    3;  21.7;  47.0;eor
         44;2022080719;    3;  18.7;  63.0;eor
         44;2022080720;    3;  16.0;  79.0;eor
         44;2022080721;    3;  14.5;  86.0;eor
         44;2022080722;    3;  13.3;  89.0;eor
         44;2022080723;    3;  12.3;  92.0;eor
         44;2022080800;    3;  11.1;  95.0;eor
         44;2022080801;    3;  10.6;  97.0;eor
         44;2022080802;    3;  10.0;  97.0;eor
         44;2022080803;    3;   9.9; 100.0;eor
         44;2022080804;    3;   9.5;  99.0;eor
         44;2022080805;    3;  10.5;  98.0;eor
         44;2022080806;    3;  14.4;  84.0;eor
         44;2022080807;    3;  17.2;  78.0;eor
         44;2022080808;    3;  18.9;  62.0;eor
         44;2022080809;    3;  20.8;  58.0;eor
         44;2022080810;    3;  21.2;  53.0;eor
         44;2022080811;    3;  22.4;  47.0;eor
         44;2022080812;    3;  21.9;  54.0;eor
         44;2022080813;    3;  21.7;  55.0;eor
         44;2022080814;    3;  23.1;  55.0;eor
         44;2022080815;    3;  22.0;  56.0;eor
         44;2022080816;    3;  22.0;  54.0;eor
         44;2022080817;    3;  21.8;  54.0;eor
         44;2022080818;    3;  20.6;  61.0;eor
         44;2022080819;    3;  18.2;  75.0;eor
         44;2022080820;    3;  16.3;  85.0;eor
         44;2022080821;    3;  15.6;  90.0;eor
         44;2022080822;    3;  14.9;  93.0;eor
         44;2022080823;    3;  14.1;  96.0;eor
         44;2022080900;    3;  12.7;  99.0;eor
         44;2022080901;    3;  12.0;  99.0;eor
         44;2022080902;    3;  12.2;  98.0;eor
         44;2022080903;    3;  12.1; 100.0;eor
         44;2022080904;    3;  11.9; 100.0;eor
         44;2022080905;    3;  12.3;  98.0;eor
         44;2022080906;    3;  15.1;  84.0;eor
         44;2022080907;    3;  17.5;  75.0;eor
         44;2022080908;    3;  19.3;  65.0;eor
         44;2022080909;    3;  20.7;  61.0;eor
         44;2022080910;    3;  21.8;  56.0;eor
         44;2022080911;    3;  23.2;  49.0;eor
         44;2022080912;    3;  23.6;  50.0;eor
         44;2022080913;    3;  25.4;  43.0;eor
         44;2022080914;    3;  25.3;  41.0;eor
         44;2022080915;    3;  25.1;  41.0;eor
         44;2022080916;    3;  25.1;  50.0;eor
         44;2022080917;    3;  24.3;  54.0;eor
         44;2022080918;    3;  22.3;  62.0;eor
         44;2022080919;    3;  19.4;  70.0;eor
         44;2022080920;    3;  17.4;  81.0;eor
         44;2022080921;    3;  16.3;  88.0;eor
         44;2022080922;    3;  15.7;  89.0;eor
         44;2022080923;    3;  15.0;  93.0;eor
         44;2022081000;    3;  14.4;  96.0;eor
         44;2022081001;    3;  13.6;  97.0;eor
         44;2022081002;    3;  13.1;  99.0;eor
         44;2022081003;    3;  13.2; 100.0;eor
         44;2022081004;    3;  12.4; 100.0;eor
         44;2022081005;    3;  12.9;  99.0;eor
         44;2022081006;    3;  16.3;  84.0;eor
         44;2022081007;    3;  18.7;  73.0;eor
         44;2022081008;    3;  21.1;  61.0;eor
         44;2022081009;    3;  23.2;  51.0;eor
         44;2022081010;    3;  24.7;  47.0;eor
         44;2022081011;    3;  25.5;  44.0;eor
         44;2022081012;    3;  26.3;  37.0;eor
         44;2022081013;    3;  27.3;  39.0;eor
         44;2022081014;    3;  27.9;  37.0;eor
         44;2022081015;    3;  28.3;  36.0;eor
         44;2022081016;    3;  27.6;  37.0;eor
         44;2022081017;    3;  27.0;  37.0;eor
         44;2022081018;    3;  26.2;  40.0;eor
         44;2022081019;    3;  22.9;  63.0;eor
         44;2022081020;    3;  19.9;  79.0;eor
         44;2022081021;    3;  18.6;  86.0;eor
         44;2022081022;    3;  17.8;  86.0;eor
         44;2022081023;    3;  16.6;  89.0;eor
         44;2022081100;    3;  15.7;  94.0;eor
         44;2022081101;    3;  15.6;  94.0;eor
         44;2022081102;    3;  14.3;  98.0;eor
         44;2022081103;    3;  13.6;  99.0;eor
         44;2022081104;    3;  13.0;  99.0;eor
         44;2022081105;    3;  13.9;  97.0;eor
         44;2022081106;    3;  18.0;  75.0;eor
         44;2022081107;    3;  20.1;  63.0;eor
         44;2022081108;    3;  23.7;  52.0;eor
         44;2022081109;    3;  26.4;  40.0;eor
         44;2022081110;    3;  27.6;  35.0;eor
         44;2022081111;    3;  28.1;  34.0;eor
         44;2022081112;    3;  28.9;  32.0;eor
         44;2022081113;    3;  28.9;  30.0;eor
         44;2022081114;    3;  29.4;  29.0;eor
         44;2022081115;    3;  29.6;  33.0;eor
         44;2022081116;    3;  29.4;  31.0;eor
         44;2022081117;    3;  29.5;  31.0;eor
         44;2022081118;    3;  27.7;  42.0;eor
         44;2022081119;    3;  23.8;  57.0;eor
         44;2022081120;    3;  20.7;  73.0;eor
         44;2022081121;    3;  19.4;  77.0;eor
         44;2022081122;    3;  18.7;  79.0;eor
         44;2022081123;    3;  17.4;  83.0;eor
         44;2022081200;    3;  17.2;  82.0;eor
         44;2022081201;    3;  16.5;  82.0;eor
         44;2022081202;    3;  14.5;  89.0;eor
         44;2022081203;    3;  14.5;  88.0;eor
         44;2022081204;    3;  13.4;  94.0;eor
         44;2022081205;    3;  14.0;  90.0;eor
         44;2022081206;    3;  18.5;  70.0;eor
         44;2022081207;    3;  20.6;  61.0;eor
         44;2022081208;    3;  23.3;  55.0;eor
         44;2022081209;    3;  25.9;  46.0;eor
         44;2022081210;    3;  27.9;  39.0;eor
         44;2022081211;    3;  29.1;  32.0;eor
         44;2022081212;    3;  30.1;  30.0;eor
         44;2022081213;    3;  31.1;  27.0;eor
         44;2022081214;    3;  30.9;  26.0;eor
         44;2022081215;    3;  30.3;  24.0;eor
         44;2022081216;    3;  30.4;  24.0;eor
         44;2022081217;    3;  29.7;  25.0;eor
         44;2022081218;    3;  28.0;  31.0;eor
         44;2022081219;    3;  21.9;  58.0;eor
         44;2022081220;    3;  19.6;  62.0;eor
         44;2022081221;    3;  17.7;  70.0;eor
         44;2022081222;    3;  18.5;  62.0;eor
         44;2022081223;    3;  15.8;  77.0;eor
         44;2022081300;    3;  15.6;  80.0;eor
         44;2022081301;    3;  15.3;  79.0;eor
         44;2022081302;    3;  14.6;  80.0;eor
         44;2022081303;    3;  14.0;  81.0;eor
         44;2022081304;    3;  14.9;  73.0;eor
         44;2022081305;    3;  14.4;  79.0;eor
         44;2022081306;    3;  18.4;  63.0;eor
         44;2022081307;    3;  21.7;  55.0;eor
         44;2022081308;    3;  25.3;  44.0;eor
         44;2022081309;    3;  27.6;  38.0;eor
         44;2022081310;    3;  29.0;  35.0;eor
         44;2022081311;    3;  29.5;  35.0;eor
         44;2022081312;    3;  30.6;  33.0;eor
         44;2022081313;    3;  29.5;  34.0;eor
         44;2022081314;    3;  29.7;  35.0;eor
         44;2022081315;    3;  29.4;  35.0;eor
         44;2022081316;    3;  30.0;  35.0;eor
         44;2022081317;    3;  29.9;  37.0;eor
         44;2022081318;    3;  28.0;  42.0;eor
         44;2022081319;    3;  25.9;  49.0;eor
         44;2022081320;    3;  21.4;  69.0;eor
         44;2022081321;    3;  20.7;  72.0;eor
         44;2022081322;    3;  19.4;  78.0;eor
         44;2022081323;    3;  18.2;  84.0;eor
         44;2022081400;    3;  17.9;  84.0;eor
         44;2022081401;    3;  18.2;  83.0;eor
         44;2022081402;    3;  18.7;  84.0;eor
         44;2022081403;    3;  19.9;  74.0;eor
         44;2022081404;    3;  17.7;  84.0;eor
         44;2022081405;    3;  17.8;  84.0;eor
         44;2022081406;    3;  20.9;  72.0;eor
         44;2022081407;    3;  23.0;  66.0;eor
         44;2022081408;    3;  24.8;  60.0;eor
         44;2022081409;    3;  26.3;  55.0;eor
         44;2022081410;    3;  27.5;  51.0;eor
         44;2022081411;    3;  29.1;  48.0;eor
         44;2022081412;    3;  29.5;  45.0;eor
         44;2022081413;    3;  29.8;  42.0;eor
         44;2022081414;    3;  30.7;  41.0;eor
         44;2022081415;    3;  31.1;  39.0;eor
         44;2022081416;    3;  30.6;  40.0;eor
         44;2022081417;    3;  30.3;  41.0;eor
         44;2022081418;    3;  29.4;  42.0;eor
         44;2022081419;    3;  25.5;  64.0;eor
         44;2022081420;    3;  25.8;  54.0;eor
         44;2022081421;    3;  25.1;  57.0;eor
         44;2022081422;    3;  24.9;  58.0;eor
         44;2022081423;    3;  23.8;  63.0;eor
         44;2022081500;    3;  24.3;  59.0;eor
         44;2022081501;    3;  23.4;  61.0;eor
         44;2022081502;    3;  22.0;  68.0;eor
         44;2022081503;    3;  22.0;  66.0;eor
         44;2022081504;    3;  21.5;  68.0;eor
         44;2022081505;    3;  20.1;  74.0;eor
         44;2022081506;    3;  21.7;  68.0;eor
         44;2022081507;    3;  20.5;  83.0;eor
         44;2022081508;    3;  22.0;  77.0;eor
         44;2022081509;    3;  25.3;  64.0;eor
         44;2022081510;    3;  28.3;  52.0;eor
         44;2022081511;    3;  30.1;  45.0;eor
         44;2022081512;    3;  29.9;  42.0;eor
         44;2022081513;    3;  29.4;  44.0;eor
         44;2022081514;    3;  27.0;  53.0;eor
         44;2022081515;    3;  28.2;  46.0;eor
         44;2022081516;    3;  26.5;  50.0;eor
         44;2022081517;    3;  25.4;  56.0;eor
         44;2022081518;    3;  25.3;  58.0;eor
         44;2022081519;    3;  22.3;  75.0;eor
         44;2022081520;    3;  21.7;  74.0;eor
         44;2022081521;    3;  21.6;  73.0;eor
         44;2022081522;    3;  20.3;  82.0;eor
         44;2022081523;    3;  19.2;  87.0;eor
         44;2022081600;    3;  19.7;  83.0;eor
         44;2022081601;    3;  19.6;  83.0;eor
         44;2022081602;    3;  19.8;  83.0;eor
         44;2022081603;    3;  18.6;  95.0;eor
         44;2022081604;    3;  18.1;  98.0;eor
         44;2022081605;    3;  18.5;  98.0;eor
         44;2022081606;    3;  19.6;  93.0;eor
         44;2022081607;    3;  20.7;  87.0;eor
         44;2022081608;    3;  21.3;  85.0;eor
         44;2022081609;    3;  22.7;  78.0;eor
         44;2022081610;    3;  25.0;  61.0;eor
         44;2022081611;    3;  27.2;  52.0;eor
         44;2022081612;    3;  27.4;  49.0;eor
         44;2022081613;    3;  28.9;  42.0;eor
         44;2022081614;    3;  28.3;  44.0;eor
         44;2022081615;    3;  29.0;  41.0;eor
         44;2022081616;    3;  28.3;  45.0;eor
         44;2022081617;    3;  27.5;  49.0;eor
         44;2022081618;    3;  25.9;  61.0;eor
         44;2022081619;    3;  22.3;  76.0;eor
         44;2022081620;    3;  21.7;  79.0;eor
         44;2022081621;    3;  20.7;  87.0;eor
         44;2022081622;    3;  19.6;  94.0;eor
         44;2022081623;    3;  18.4;  99.0;eor
         44;2022081700;    3;  18.4;  99.0;eor
         44;2022081701;    3;  17.7; 100.0;eor
         44;2022081702;    3;  17.0;  99.0;eor
         44;2022081703;    3;  17.0; 100.0;eor
         44;2022081704;    3;  16.8;  99.0;eor
         44;2022081705;    3;  17.1;  99.0;eor
         44;2022081706;    3;  17.8;  97.0;eor
         44;2022081707;    3;  19.3;  88.0;eor
         44;2022081708;    3;  21.0;  81.0;eor
         44;2022081709;    3;  23.2;  73.0;eor
         44;2022081710;    3;  24.8;  71.0;eor
         44;2022081711;    3;  25.7;  63.0;eor
         44;2022081712;    3;  27.8;  56.0;eor
         44;2022081713;    3;  28.4;  57.0;eor
         44;2022081714;    3;  28.7;  44.0;eor
         44;2022081715;    3;  19.3;  86.0;eor
         44;2022081716;    3;  20.6;  97.0;eor
         44;2022081717;    3;  20.5;  93.0;eor
         44;2022081718;    3;  20.2;  94.0;eor
         44;2022081719;    3;  19.5;  97.0;eor
         44;2022081720;    3;  19.0;  98.0;eor
         44;2022081721;    3;  18.5;  99.0;eor
         44;2022081722;    3;  18.5;  99.0;eor
         44;2022081723;    3;  17.6; 100.0;eor
         44;2022081800;    3;  17.9; 100.0;eor
         44;2022081801;    3;  17.8;  99.0;eor
         44;2022081802;    3;  17.9; 100.0;eor
         44;2022081803;    3;  17.8;  99.0;eor
         44;2022081804;    3;  17.8;  99.0;eor
         44;2022081805;    3;  17.9;  98.0;eor
         44;2022081806;    3;  18.2;  97.0;eor
         44;2022081807;    3;  18.5;  95.0;eor
         44;2022081808;    3;  19.5;  89.0;eor
         44;2022081809;    3;  20.0;  89.0;eor
         44;2022081810;    3;  21.3;  80.0;eor
         44;2022081811;    3;  21.8;  77.0;eor
         44;2022081812;    3;  22.7;  74.0;eor
         44;2022081813;    3;  23.9;  69.0;eor
         44;2022081814;    3;  23.0;  72.0;eor
         44;2022081815;    3;  24.0;  68.0;eor
         44;2022081816;    3;  23.1;  69.0;eor
         44;2022081817;    3;  22.3;  72.0;eor
         44;2022081818;    3;  20.9;  77.0;eor
         44;2022081819;    3;  18.6;  86.0;eor
         44;2022081820;    3;  17.7;  90.0;eor
         44;2022081821;    3;  16.4;  95.0;eor
         44;2022081822;    3;  15.8;  98.0;eor
         44;2022081823;    3;  14.4;  99.0;eor
         44;2022081900;    3;  14.0;  99.0;eor
         44;2022081901;    3;  13.4;  99.0;eor
         44;2022081902;    3;  13.1; 100.0;eor
         44;2022081903;    3;  12.9; 100.0;eor
         44;2022081904;    3;  13.4; 100.0;eor
         44;2022081905;    3;  13.3; 100.0;eor
         44;2022081906;    3;  13.9;  99.0;eor
         44;2022081907;    3;  15.8;  98.0;eor
         44;2022081908;    3;  17.5;  81.0;eor
         44;2022081909;    3;  19.8;  72.0;eor
         44;2022081910;    3;  21.8;  69.0;eor
         44;2022081911;    3;  22.8;  60.0;eor
         44;2022081912;    3;  24.2;  54.0;eor
         44;2022081913;    3;  25.8;  49.0;eor
         44;2022081914;    3;  25.9;  47.0;eor
         44;2022081915;    3;  26.9;  49.0;eor
         44;2022081916;    3;  25.7;  52.0;eor
         44;2022081917;    3;  24.3;  61.0;eor
         44;2022081918;    3;  21.3;  84.0;eor
         44;2022081919;    3;  22.5;  70.0;eor
         44;2022081920;    3;  20.6;  83.0;eor
         44;2022081921;    3;  19.5;  89.0;eor
         44;2022081922;    3;  19.7;  89.0;eor
         44;2022081923;    3;  19.3;  89.0;eor
         44;2022082000;    3;  18.3;  99.0;eor
         44;2022082001;    3;  18.1;  99.0;eor
         44;2022082002;    3;  17.5;  99.0;eor
         44;2022082003;    3;  17.5;  99.0;eor
         44;2022082004;    3;  17.7;  98.0;eor
         44;2022082005;    3;  18.1;  99.0;eor
         44;2022082006;    3;  18.2;  99.0;eor
         44;2022082007;    3;  18.0;  95.0;eor
         44;2022082008;    3;  18.7;  89.0;eor
         44;2022082009;    3;  20.4;  72.0;eor
         44;2022082010;    3;  21.0;  57.0;eor
         44;2022082011;    3;  22.0;  52.0;eor
         44;2022082012;    3;  23.3;  57.0;eor
         44;2022082013;    3;  22.1;  55.0;eor
         44;2022082014;    3;  23.3;  54.0;eor
         44;2022082015;    3;  23.6;  49.0;eor
         44;2022082016;    3;  21.9;  51.0;eor
         44;2022082017;    3;  22.2;  56.0;eor
         44;2022082018;    3;  19.5;  78.0;eor
         44;2022082019;    3;  17.4;  84.0;eor
         44;2022082020;    3;  -999;-999;eor
         44;2022082021;    3;  -999;-999;eor
         44;2022082022;    3;  -999;-999;eor
         44;2022082023;    3;  -999;-999;eor
         44;2022082100;    3;  -999;-999;eor
         44;2022082101;    3;  -999;-999;eor
         44;2022082102;    3;  -999;-999;eor
         44;2022082103;    3;  -999;-999;eor
         44;2022082104;    3;  -999;-999;eor
         44;2022082105;    3;  -999;-999;eor
         44;2022082106;    3;  -999;-999;eor
         44;2022082107;    3;  -999;-999;eor
         44;2022082108;    3;  -999;-999;eor
         44;2022082109;    3;  -999;-999;eor
         44;2022082110;    3;  -999;-999;eor
         44;2022082111;    3;  -999;-999;eor
         44;2022082112;    3;  -999;-999;eor
         44;2022082113;    3;  -999;-999;eor
         44;2022082114;    3;  -999;-999;eor
         44;2022082115;    3;  -999;-999;eor
         44;2022082116;    3;  24.7;  43.0;eor
         44;2022082117;    3;  22.3;  56.0;eor
         44;2022082118;    3;  21.2;  70.0;eor
         44;2022082119;    3;  19.8;  75.0;eor
         44;2022082120;    3;  18.2;  84.0;eor
         44;2022082121;    3;  17.7;  84.0;eor
         44;2022082122;    3;  16.3;  92.0;eor
         44;2022082123;    3;  16.4;  92.0;eor
         44;2022082200;    3;  15.3;  95.0;eor
         44;2022082201;    3;  14.9;  99.0;eor
         44;2022082202;    3;  14.0;  99.0;eor
         44;2022082203;    3;  14.3; 100.0;eor
         44;2022082204;    3;  13.8;  99.0;eor
         44;2022082205;    3;  14.0; 100.0;eor
         44;2022082206;    3;  16.3;  89.0;eor
         44;2022082207;    3;  19.1;  76.0;eor
         44;2022082208;    3;  20.7;  72.0;eor
         44;2022082209;    3;  22.2;  62.0;eor
         44;2022082210;    3;  22.5;  62.0;eor
         44;2022082211;    3;  23.1;  57.0;eor
         44;2022082212;    3;  24.3;  51.0;eor
         44;2022082213;    3;  25.1;  49.0;eor
         44;2022082214;    3;  24.6;  47.0;eor
         44;2022082215;    3;  24.9;  49.0;eor
         44;2022082216;    3;  24.7;  50.0;eor
         44;2022082217;    3;  24.8;  46.0;eor
         44;2022082218;    3;  22.9;  59.0;eor
         44;2022082219;    3;  21.4;  68.0;eor
         44;2022082220;    3;  19.0;  87.0;eor
         44;2022082221;    3;  17.8;  95.0;eor
         44;2022082222;    3;  16.8;  94.0;eor
         44;2022082223;    3;  16.0;  96.0;eor
         44;2022082300;    3;  17.5;  84.0;eor
         44;2022082301;    3;  17.7;  78.0;eor
         44;2022082302;    3;  17.7;  74.0;eor
         44;2022082303;    3;  16.8;  76.0;eor
         44;2022082304;    3;  16.0;  78.0;eor
         44;2022082305;    3;  15.3;  83.0;eor
         44;2022082306;    3;  17.1;  79.0;eor
         44;2022082307;    3;  20.1;  67.0;eor
         44;2022082308;    3;  22.3;  59.0;eor
         44;2022082309;    3;  24.6;  52.0;eor
         44;2022082310;    3;  25.4;  47.0;eor
         44;2022082311;    3;  27.0;  45.0;eor
         44;2022082312;    3;  28.2;  41.0;eor
         44;2022082313;    3;  28.8;  36.0;eor
         44;2022082314;    3;  29.5;  36.0;eor
         44;2022082315;    3;  28.8;  35.0;eor
         44;2022082316;    3;  29.7;  34.0;eor
         44;2022082317;    3;  29.2;  37.0;eor
         44;2022082318;    3;  24.9;  49.0;eor
         44;2022082319;    3;  23.4;  53.0;eor
         44;2022082320;    3;  22.2;  53.0;eor
         44;2022082321;    3;  21.2;  55.0;eor
         44;2022082322;    3;  20.3;  57.0;eor
         44;2022082323;    3;  21.0;  57.0;eor
         44;2022082400;    3;  21.0;  55.0;eor
         44;2022082401;    3;  19.9;  60.0;eor
         44;2022082402;    3;  18.2;  69.0;eor
         44;2022082403;    3;  17.6;  71.0;eor
         44;2022082404;    3;  17.3;  72.0;eor
         44;2022082405;    3;  16.8;  75.0;eor
         44;2022082406;    3;  18.3;  81.0;eor
         44;2022082407;    3;  20.6;  65.0;eor
         44;2022082408;    3;  23.2;  55.0;eor
         44;2022082409;    3;  25.4;  49.0;eor
         44;2022082410;    3;  27.0;  47.0;eor
         44;2022082411;    3;  28.4;  39.0;eor
         44;2022082412;    3;  29.7;  40.0;eor
         44;2022082413;    3;  30.8;  39.0;eor
         44;2022082414;    3;  31.2;  35.0;eor
         44;2022082415;    3;  31.1;  38.0;eor
         44;2022082416;    3;  31.2;  33.0;eor
         44;2022082417;    3;  29.6;  44.0;eor
         44;2022082418;    3;  26.9;  48.0;eor
         44;2022082419;    3;  23.7;  59.0;eor
         44;2022082420;    3;  21.2;  68.0;eor
         44;2022082421;    3;  22.2;  59.0;eor
         44;2022082422;    3;  20.7;  64.0;eor
         44;2022082423;    3;  19.4;  68.0;eor
         44;2022082500;    3;  18.8;  71.0;eor
         44;2022082501;    3;  18.4;  73.0;eor
         44;2022082502;    3;  17.1;  79.0;eor
         44;2022082503;    3;  16.6;  83.0;eor
         44;2022082504;    3;  16.2;  84.0;eor
         44;2022082505;    3;  15.7;  87.0;eor
         44;2022082506;    3;  18.3;  81.0;eor
         44;2022082507;    3;  21.0;  75.0;eor
         44;2022082508;    3;  23.3;  67.0;eor
         44;2022082509;    3;  25.6;  58.0;eor
         44;2022082510;    3;  27.1;  53.0;eor
         44;2022082511;    3;  27.9;  47.0;eor
         44;2022082512;    3;  28.3;  49.0;eor
         44;2022082513;    3;  28.9;  49.0;eor
         44;2022082514;    3;  28.3;  47.0;eor
         44;2022082515;    3;  28.8;  49.0;eor
         44;2022082516;    3;  27.9;  50.0;eor
         44;2022082517;    3;  27.7;  54.0;eor
         44;2022082518;    3;  26.2;  59.0;eor
         44;2022082519;    3;  23.2;  70.0;eor
         44;2022082520;    3;  22.8;  71.0;eor
         44;2022082521;    3;  22.2;  74.0;eor
         44;2022082522;    3;  21.0;  80.0;eor
         44;2022082523;    3;  20.7;  81.0;eor
         44;2022082600;    3;  19.1;  87.0;eor
         44;2022082601;    3;  18.6;  90.0;eor
         44;2022082602;    3;  18.5;  90.0;eor
         44;2022082603;    3;  17.8;  94.0;eor
         44;2022082604;    3;  18.2;  93.0;eor
         44;2022082605;    3;  16.8;  96.0;eor
         44;2022082606;    3;  18.4;  92.0;eor
         44;2022082607;    3;  20.3;  80.0;eor
         44;2022082608;    3;  22.0;  78.0;eor
         44;2022082609;    3;  22.5;  78.0;eor
         44;2022082610;    3;  25.2;  69.0;eor
         44;2022082611;    3;  24.5;  71.0;eor
         44;2022082612;    3;  26.3;  67.0;eor
         44;2022082613;    3;  26.9;  65.0;eor
         44;2022082614;    3;  23.8;  75.0;eor
         44;2022082615;    3;  23.5;  76.0;eor
         44;2022082616;    3;  23.5;  70.0;eor
         44;2022082617;    3;  22.6;  73.0;eor
         44;2022082618;    3;  21.0;  78.0;eor
         44;2022082619;    3;  20.2;  82.0;eor
         44;2022082620;    3;  19.3;  85.0;eor
         44;2022082621;    3;  18.9;  86.0;eor
         44;2022082622;    3;  18.7;  85.0;eor
         44;2022082623;    3;  18.5;  83.0;eor
         44;2022082700;    3;  18.2;  82.0;eor
         44;2022082701;    3;  18.0;  81.0;eor
         44;2022082702;    3;  17.6;  81.0;eor
         44;2022082703;    3;  17.4;  81.0;eor
         44;2022082704;    3;  17.1;  82.0;eor
         44;2022082705;    3;  16.8;  82.0;eor
         44;2022082706;    3;  16.8;  83.0;eor
         44;2022082707;    3;  17.4;  81.0;eor
         44;2022082708;    3;  18.6;  74.0;eor
         44;2022082709;    3;  19.7;  68.0;eor
         44;2022082710;    3;  20.0;  67.0;eor
         44;2022082711;    3;  20.1;  64.0;eor
         44;2022082712;    3;  20.9;  61.0;eor
         44;2022082713;    3;  21.9;  55.0;eor
         44;2022082714;    3;  21.9;  56.0;eor
         44;2022082715;    3;  22.1;  54.0;eor
         44;2022082716;    3;  21.7;  53.0;eor
         44;2022082717;    3;  19.5;  61.0;eor
         44;2022082718;    3;  17.8;  66.0;eor
         44;2022082719;    3;  16.0;  73.0;eor
         44;2022082720;    3;  15.0;  79.0;eor
         44;2022082721;    3;  13.1;  88.0;eor
         44;2022082722;    3;  12.9;  88.0;eor
         44;2022082723;    3;  11.7;  92.0;eor
         44;2022082800;    3;  10.7;  97.0;eor
         44;2022082801;    3;  10.3;  96.0;eor
         44;2022082802;    3;   9.6;  97.0;eor
         44;2022082803;    3;  10.3;  97.0;eor
         44;2022082804;    3;  11.0;  93.0;eor
         44;2022082805;    3;  10.2;  94.0;eor
         44;2022082806;    3;  12.6;  85.0;eor
         44;2022082807;    3;  14.8;  76.0;eor
         44;2022082808;    3;  17.7;  62.0;eor
         44;2022082809;    3;  18.7;  57.0;eor
         44;2022082810;    3;  19.1;  54.0;eor
         44;2022082811;    3;  19.8;  51.0;eor
         44;2022082812;    3;  19.4;  56.0;eor
         44;2022082813;    3;  21.0;  54.0;eor
         44;2022082814;    3;  20.3;  53.0;eor
         44;2022082815;    3;  20.3;  51.0;eor
         44;2022082816;    3;  19.7;  54.0;eor
         44;2022082817;    3;  20.0;  52.0;eor
         44;2022082818;    3;  17.2;  66.0;eor
         44;2022082819;    3;  16.0;  66.0;eor
         44;2022082820;    3;  14.3;  75.0;eor
         44;2022082821;    3;  14.1;  78.0;eor
         44;2022082822;    3;  13.6;  79.0;eor
         44;2022082823;    3;  11.1;  91.0;eor
         44;2022082900;    3;  13.4;  82.0;eor
         44;2022082901;    3;  13.9;  83.0;eor
         44;2022082902;    3;  12.8;  86.0;eor
         44;2022082903;    3;  12.9;  89.0;eor
         44;2022082904;    3;  13.0;  90.0;eor
         44;2022082905;    3;  13.1;  91.0;eor
         44;2022082906;    3;  14.1;  89.0;eor
         44;2022082907;    3;  15.6;  87.0;eor
         44;2022082908;    3;  17.9;  82.0;eor
         44;2022082909;    3;  19.1;  79.0;eor
         44;2022082910;    3;  19.8;  73.0;eor
         44;2022082911;    3;  21.4;  67.0;eor
         44;2022082912;    3;  21.5;  61.0;eor
         44;2022082913;    3;  22.0;  62.0;eor
         44;2022082914;    3;  21.6;  61.0;eor
         44;2022082915;    3;  23.1;  55.0;eor
         44;2022082916;    3;  21.1;  62.0;eor
         44;2022082917;    3;  20.0;  68.0;eor
         44;2022082918;    3;  18.0;  77.0;eor
         44;2022082919;    3;  17.2;  84.0;eor
         44;2022082920;    3;  15.9;  92.0;eor
         44;2022082921;    3;  16.5;  85.0;eor
         44;2022082922;    3;  14.3;  93.0;eor
         44;2022082923;    3;  13.5;  94.0;eor
         44;2022083000;    3;  12.5;  96.0;eor
         44;2022083001;    3;  11.5;  98.0;eor
         44;2022083002;    3;  10.3;  99.0;eor
         44;2022083003;    3;  10.3; 100.0;eor
         44;2022083004;    3;  10.2; 100.0;eor
         44;2022083005;    3;   9.9; 100.0;eor
         44;2022083006;    3;  13.0;  87.0;eor
         44;2022083007;    3;  13.3;  90.0;eor
