STATIONS_ID;MESS_DATUM;QN_9;TT_TU;RF_TU;eor
         44;2022092917;    3;  10.2;  95.0;eor
         44;2022092918;    3;   9.9;  95.0;eor
         44;2022092919;    3;   9.8;  96.0;eor
         44;2022092920;    3;   9.9;  95.0;eor
         44;2022092921;    3;   9.9;  93.0;eor
         44;2022092922;    3;   9.6;  97.0;eor
         44;2022092923;    3;   9.6;  97.0;eor
         44;2022093000;    3;   9.5;  98.0;eor
         44;2022093001;    3;   9.6;  96.0;eor
         44;2022093002;    3;   9.4;  97.0;eor
         44;2022093003;    3;   9.4;  95.0;eor
         44;2022093004;    3;   8.3;  98.0;eor
         44;2022093005;    3;   7.4;  99.0;eor
         44;2022093006;    3;   7.1;  98.0;eor
         44;2022093007;    3;   8.4;  93.0;eor
         44;2022093008;    3;  10.5;  84.0;eor
         44;2022093009;    3;  12.1;  78.0;eor
         44;2022093010;    3;  13.5;  73.0;eor
         44;2022093011;    3;  14.3;  70.0;eor
         44;2022093012;    3;  14.3;  67.0;eor
         44;2022093013;    3;  15.2;  62.0;eor
         44;2022093014;    3;  15.4;  62.0;eor
         44;2022093015;    3;  15.8;  60.0;eor
         44;2022093016;    3;  15.0;  62.0;eor
         44;2022093017;    3;  13.3;  69.0;eor
         44;2022093018;    3;  11.6;  76.0;eor
         44;2022093019;    3;  11.0;  78.0;eor
         44;2022093020;    3;  10.5;  79.0;eor
         44;2022093021;    3;  10.2;  80.0;eor
         44;2022093022;    3;  10.2;  80.0;eor
         44;2022093023;    3;  10.7;  77.0;eor
         44;2022100100;    3;  11.4;  75.0;eor
         44;2022100101;    3;  11.7;  75.0;eor
         44;2022100102;    3;  11.8;  77.0;eor
         44;2022100103;    3;  10.5;  90.0;eor
         44;2022100104;    3;   9.9;  94.0;eor
         44;2022100105;    3;  10.3;  93.0;eor
         44;2022100106;    3;  10.3;  96.0;eor
         44;2022100107;    3;  10.7;  96.0;eor
         44;2022100108;    3;  11.4;  96.0;eor
         44;2022100109;    3;  12.3;  95.0;eor
         44;2022100110;    3;  13.8;  91.0;eor
         44;2022100111;    3;  15.7;  81.0;eor
         44;2022100112;    3;  16.6;  73.0;eor
         44;2022100113;    3;  13.6;  92.0;eor
         44;2022100114;    3;  14.4;  84.0;eor
         44;2022100115;    3;  14.9;  82.0;eor
         44;2022100116;    3;  14.4;  81.0;eor
         44;2022100117;    3;  12.7;  84.0;eor
         44;2022100118;    3;  11.8;  91.0;eor
         44;2022100119;    3;  11.7;  93.0;eor
         44;2022100120;    3;  11.7;  91.0;eor
         44;2022100121;    3;  11.8;  90.0;eor
         44;2022100122;    3;  11.4;  91.0;eor
         44;2022100123;    3;  11.7;  87.0;eor
         44;2022100200;    3;  11.9;  86.0;eor
         44;2022100201;    3;  11.3;  95.0;eor
         44;2022100202;    3;  11.1;  95.0;eor
         44;2022100203;    3;  10.4;  98.0;eor
         44;2022100204;    3;  11.0;  96.0;eor
         44;2022100205;    3;  11.2;  96.0;eor
         44;2022100206;    3;  11.0;  96.0;eor
         44;2022100207;    3;  11.8;  93.0;eor
         44;2022100208;    3;  13.2;  86.0;eor
         44;2022100209;    3;  14.6;  79.0;eor
         44;2022100210;    3;  15.2;  75.0;eor
         44;2022100211;    3;  14.9;  75.0;eor
         44;2022100212;    3;  16.4;  68.0;eor
         44;2022100213;    3;  13.4;  88.0;eor
         44;2022100214;    3;  16.1;  75.0;eor
         44;2022100215;    3;  16.0;  68.0;eor
         44;2022100216;    3;  14.8;  68.0;eor
         44;2022100217;    3;  13.9;  74.0;eor
         44;2022100218;    3;  13.0;  80.0;eor
         44;2022100219;    3;  12.2;  86.0;eor
         44;2022100220;    3;  11.7;  88.0;eor
         44;2022100221;    3;  11.1;  91.0;eor
         44;2022100222;    3;  10.6;  94.0;eor
         44;2022100223;    3;  10.2;  95.0;eor
         44;2022100300;    3;  10.0;  96.0;eor
         44;2022100301;    3;   9.6;  97.0;eor
         44;2022100302;    3;   9.7;  97.0;eor
         44;2022100303;    3;   9.2;  98.0;eor
         44;2022100304;    3;   9.8;  97.0;eor
         44;2022100305;    3;   9.4;  97.0;eor
         44;2022100306;    3;  10.2;  95.0;eor
         44;2022100307;    3;  10.8;  91.0;eor
         44;2022100308;    3;  12.4;  87.0;eor
         44;2022100309;    3;  13.4;  83.0;eor
         44;2022100310;    3;  15.8;  75.0;eor
         44;2022100311;    3;  16.8;  66.0;eor
         44;2022100312;    3;  16.7;  67.0;eor
         44;2022100313;    3;  17.0;  64.0;eor
         44;2022100314;    3;  16.6;  65.0;eor
         44;2022100315;    3;  16.2;  68.0;eor
         44;2022100316;    3;  15.7;  73.0;eor
         44;2022100317;    3;  14.3;  81.0;eor
         44;2022100318;    3;  11.7;  96.0;eor
         44;2022100319;    3;  10.6;  98.0;eor
         44;2022100320;    3;  10.8;  97.0;eor
         44;2022100321;    3;  10.0;  99.0;eor
         44;2022100322;    3;  10.2;  99.0;eor
         44;2022100323;    3;  10.8;  95.0;eor
         44;2022100400;    3;  10.8;  94.0;eor
         44;2022100401;    3;  10.7;  96.0;eor
         44;2022100402;    3;  10.8;  95.0;eor
         44;2022100403;    3;  10.9;  95.0;eor
         44;2022100404;    3;  10.6;  96.0;eor
         44;2022100405;    3;  10.3;  96.0;eor
         44;2022100406;    3;   9.5;  98.0;eor
         44;2022100407;    3;  11.0;  92.0;eor
         44;2022100408;    3;  12.6;  86.0;eor
         44;2022100409;    3;  14.1;  77.0;eor
         44;2022100410;    3;  15.8;  70.0;eor
         44;2022100411;    3;  16.2;  67.0;eor
         44;2022100412;    3;  16.9;  62.0;eor
         44;2022100413;    3;  17.2;  60.0;eor
         44;2022100414;    3;  17.8;  60.0;eor
         44;2022100415;    3;  17.6;  59.0;eor
         44;2022100416;    3;  16.8;  64.0;eor
         44;2022100417;    3;  14.9;  73.0;eor
         44;2022100418;    3;  12.8;  84.0;eor
         44;2022100419;    3;  13.8;  78.0;eor
         44;2022100420;    3;  13.7;  76.0;eor
         44;2022100421;    3;  13.6;  75.0;eor
         44;2022100422;    3;  13.9;  75.0;eor
         44;2022100423;    3;  14.0;  75.0;eor
         44;2022100500;    3;  13.6;  78.0;eor
         44;2022100501;    3;  13.5;  80.0;eor
         44;2022100502;    3;  13.7;  80.0;eor
         44;2022100503;    3;  13.6;  81.0;eor
         44;2022100504;    3;  13.3;  83.0;eor
         44;2022100505;    3;  12.9;  86.0;eor
         44;2022100506;    3;  13.5;  84.0;eor
         44;2022100507;    3;  13.7;  84.0;eor
         44;2022100508;    3;  14.1;  83.0;eor
         44;2022100509;    3;  14.6;  80.0;eor
         44;2022100510;    3;  15.5;  75.0;eor
         44;2022100511;    3;  16.6;  69.0;eor
         44;2022100512;    3;  17.6;  70.0;eor
         44;2022100513;    3;  18.7;  64.0;eor
         44;2022100514;    3;  18.1;  68.0;eor
         44;2022100515;    3;  18.8;  66.0;eor
         44;2022100516;    3;  18.2;  69.0;eor
         44;2022100517;    3;  17.8;  72.0;eor
         44;2022100518;    3;  17.6;  71.0;eor
         44;2022100519;    3;  18.4;  69.0;eor
         44;2022100520;    3;  17.4;  67.0;eor
         44;2022100521;    3;  17.3;  70.0;eor
         44;2022100522;    3;  17.4;  72.0;eor
         44;2022100523;    3;  14.4;  87.0;eor
         44;2022100600;    3;  14.3;  80.0;eor
         44;2022100601;    3;  13.9;  81.0;eor
         44;2022100602;    3;  13.3;  83.0;eor
         44;2022100603;    3;  13.0;  81.0;eor
         44;2022100604;    3;  12.3;  83.0;eor
         44;2022100605;    3;  11.9;  83.0;eor
         44;2022100606;    3;  11.5;  81.0;eor
         44;2022100607;    3;  12.0;  78.0;eor
         44;2022100608;    3;  13.0;  74.0;eor
         44;2022100609;    3;  14.0;  71.0;eor
         44;2022100610;    3;  14.5;  66.0;eor
         44;2022100611;    3;  14.5;  62.0;eor
         44;2022100612;    3;  16.2;  57.0;eor
         44;2022100613;    3;  16.2;  54.0;eor
         44;2022100614;    3;  16.5;  54.0;eor
         44;2022100615;    3;  16.5;  53.0;eor
         44;2022100616;    3;  15.9;  55.0;eor
         44;2022100617;    3;  14.0;  65.0;eor
         44;2022100618;    3;  12.8;  72.0;eor
         44;2022100619;    3;  12.4;  72.0;eor
         44;2022100620;    3;  11.7;  75.0;eor
         44;2022100621;    3;  10.6;  81.0;eor
         44;2022100622;    3;   9.8;  84.0;eor
         44;2022100623;    3;   9.7;  84.0;eor
         44;2022100700;    3;   8.2;  88.0;eor
         44;2022100701;    3;   7.7;  90.0;eor
         44;2022100702;    3;   8.3;  84.0;eor
         44;2022100703;    3;   9.1;  80.0;eor
         44;2022100704;    3;   8.6;  84.0;eor
         44;2022100705;    3;   8.5;  85.0;eor
         44;2022100706;    3;   8.9;  84.0;eor
         44;2022100707;    3;   9.8;  80.0;eor
         44;2022100708;    3;  11.7;  75.0;eor
         44;2022100709;    3;  13.0;  71.0;eor
         44;2022100710;    3;  14.6;  66.0;eor
         44;2022100711;    3;  15.8;  60.0;eor
         44;2022100712;    3;  16.6;  61.0;eor
         44;2022100713;    3;  17.4;  59.0;eor
         44;2022100714;    3;  17.3;  58.0;eor
         44;2022100715;    3;  16.6;  61.0;eor
         44;2022100716;    3;  16.3;  63.0;eor
         44;2022100717;    3;  14.8;  70.0;eor
         44;2022100718;    3;  13.3;  75.0;eor
         44;2022100719;    3;  12.1;  79.0;eor
         44;2022100720;    3;  12.3;  77.0;eor
         44;2022100721;    3;  12.3;  77.0;eor
         44;2022100722;    3;  13.0;  71.0;eor
         44;2022100723;    3;  12.2;  75.0;eor
         44;2022100800;    3;  11.6;  78.0;eor
         44;2022100801;    3;  10.8;  83.0;eor
         44;2022100802;    3;  11.1;  82.0;eor
         44;2022100803;    3;  11.4;  85.0;eor
         44;2022100804;    3;  11.4;  91.0;eor
         44;2022100805;    3;  11.5;  90.0;eor
         44;2022100806;    3;  11.0;  92.0;eor
         44;2022100807;    3;  11.5;  93.0;eor
         44;2022100808;    3;  12.3;  87.0;eor
         44;2022100809;    3;  13.5;  79.0;eor
         44;2022100810;    3;  13.9;  75.0;eor
         44;2022100811;    3;  15.4;  67.0;eor
         44;2022100812;    3;  15.4;  64.0;eor
         44;2022100813;    3;  15.3;  60.0;eor
         44;2022100814;    3;  15.1;  55.0;eor
         44;2022100815;    3;  15.3;  55.0;eor
         44;2022100816;    3;  13.6;  67.0;eor
         44;2022100817;    3;  12.3;  70.0;eor
         44;2022100818;    3;   9.8;  85.0;eor
         44;2022100819;    3;   9.7;  84.0;eor
         44;2022100820;    3;   9.6;  86.0;eor
         44;2022100821;    3;   8.6;  91.0;eor
         44;2022100822;    3;   8.4;  92.0;eor
         44;2022100823;    3;   8.4;  92.0;eor
         44;2022100900;    3;   8.1;  94.0;eor
         44;2022100901;    3;   7.5;  97.0;eor
         44;2022100902;    3;   6.6;  97.0;eor
         44;2022100903;    3;   6.8;  98.0;eor
         44;2022100904;    3;   6.7;  98.0;eor
         44;2022100905;    3;   5.4;  99.0;eor
         44;2022100906;    3;   5.0; 100.0;eor
         44;2022100907;    3;   6.3;  96.0;eor
         44;2022100908;    3;   9.0;  89.0;eor
         44;2022100909;    3;  11.8;  79.0;eor
         44;2022100910;    3;  13.3;  71.0;eor
         44;2022100911;    3;  14.1;  63.0;eor
         44;2022100912;    3;  15.0;  65.0;eor
         44;2022100913;    3;  15.0;  56.0;eor
         44;2022100914;    3;  15.7;  51.0;eor
         44;2022100915;    3;  14.8;  57.0;eor
         44;2022100916;    3;  13.7;  65.0;eor
         44;2022100917;    3;  10.7;  76.0;eor
         44;2022100918;    3;   8.9;  83.0;eor
         44;2022100919;    3;   8.1;  85.0;eor
         44;2022100920;    3;   7.3;  88.0;eor
         44;2022100921;    3;   7.4;  87.0;eor
         44;2022100922;    3;   7.3;  87.0;eor
         44;2022100923;    3;   7.9;  83.0;eor
         44;2022101000;    3;   7.8;  83.0;eor
         44;2022101001;    3;   6.5;  88.0;eor
         44;2022101002;    3;   6.7;  88.0;eor
         44;2022101003;    3;   5.6;  91.0;eor
         44;2022101004;    3;   4.5;  94.0;eor
         44;2022101005;    3;   5.3;  93.0;eor
         44;2022101006;    3;   5.9;  91.0;eor
         44;2022101007;    3;   7.8;  83.0;eor
         44;2022101008;    3;  10.3;  76.0;eor
         44;2022101009;    3;  12.5;  70.0;eor
         44;2022101010;    3;  14.2;  68.0;eor
         44;2022101011;    3;  15.5;  66.0;eor
         44;2022101012;    3;  16.7;  61.0;eor
         44;2022101013;    3;  16.4;  60.0;eor
         44;2022101014;    3;  16.2;  63.0;eor
         44;2022101015;    3;  13.6;  83.0;eor
         44;2022101016;    3;  12.7;  95.0;eor
         44;2022101017;    3;  11.8;  94.0;eor
         44;2022101018;    3;  10.8;  96.0;eor
         44;2022101019;    3;  10.2;  97.0;eor
         44;2022101020;    3;   9.3;  96.0;eor
         44;2022101021;    3;   8.7;  95.0;eor
         44;2022101022;    3;   8.2;  95.0;eor
         44;2022101023;    3;   8.0;  95.0;eor
         44;2022101100;    3;   7.7;  95.0;eor
         44;2022101101;    3;   7.5;  95.0;eor
         44;2022101102;    3;   7.0;  95.0;eor
         44;2022101103;    3;   6.7;  95.0;eor
         44;2022101104;    3;   6.4;  96.0;eor
         44;2022101105;    3;   6.2;  96.0;eor
         44;2022101106;    3;   5.9;  97.0;eor
         44;2022101107;    3;   6.3;  94.0;eor
         44;2022101108;    3;   8.3;  88.0;eor
         44;2022101109;    3;  10.5;  80.0;eor
         44;2022101110;    3;  12.6;  72.0;eor
         44;2022101111;    3;  13.5;  65.0;eor
         44;2022101112;    3;  14.6;  64.0;eor
         44;2022101113;    3;  14.5;  62.0;eor
         44;2022101114;    3;  14.9;  59.0;eor
         44;2022101115;    3;  15.0;  58.0;eor
         44;2022101116;    3;  14.0;  67.0;eor
         44;2022101117;    3;  10.9;  86.0;eor
         44;2022101118;    3;   8.8;  97.0;eor
         44;2022101119;    3;   7.9;  98.0;eor
         44;2022101120;    3;   7.2;  99.0;eor
         44;2022101121;    3;   6.6; 100.0;eor
         44;2022101122;    3;   5.6; 100.0;eor
         44;2022101123;    3;   5.2; 100.0;eor
         44;2022101200;    3;   5.2; 100.0;eor
         44;2022101201;    3;   4.7; 100.0;eor
         44;2022101202;    3;   4.4; 100.0;eor
         44;2022101203;    3;   3.8; 100.0;eor
         44;2022101204;    3;   3.1; 100.0;eor
         44;2022101205;    3;   3.6; 100.0;eor
         44;2022101206;    3;   3.1; 100.0;eor
         44;2022101207;    3;   5.1; 100.0;eor
         44;2022101208;    3;   7.8;  92.0;eor
         44;2022101209;    3;  10.3;  80.0;eor
         44;2022101210;    3;  12.6;  69.0;eor
         44;2022101211;    3;  13.9;  66.0;eor
         44;2022101212;    3;  14.8;  58.0;eor
         44;2022101213;    3;  15.0;  57.0;eor
         44;2022101214;    3;  15.5;  55.0;eor
         44;2022101215;    3;  14.6;  57.0;eor
         44;2022101216;    3;  14.6;  62.0;eor
         44;2022101217;    3;   9.6;  88.0;eor
         44;2022101218;    3;   9.3;  86.0;eor
         44;2022101219;    3;   8.8;  90.0;eor
         44;2022101220;    3;   8.9;  88.0;eor
         44;2022101221;    3;   8.4;  90.0;eor
         44;2022101222;    3;   8.4;  90.0;eor
         44;2022101223;    3;   7.6;  91.0;eor
         44;2022101300;    3;   6.9;  94.0;eor
         44;2022101301;    3;   7.3;  93.0;eor
         44;2022101302;    3;   6.6;  93.0;eor
         44;2022101303;    3;   7.8;  91.0;eor
         44;2022101304;    3;   8.3;  91.0;eor
         44;2022101305;    3;   8.8;  91.0;eor
         44;2022101306;    3;   8.9;  92.0;eor
         44;2022101307;    3;   9.6;  92.0;eor
         44;2022101308;    3;  11.2;  86.0;eor
         44;2022101309;    3;  12.2;  83.0;eor
         44;2022101310;    3;  14.6;  77.0;eor
         44;2022101311;    3;  14.7;  78.0;eor
         44;2022101312;    3;  14.5;  79.0;eor
         44;2022101313;    3;  14.4;  84.0;eor
         44;2022101314;    3;  14.8;  81.0;eor
         44;2022101315;    3;  14.4;  86.0;eor
         44;2022101316;    3;  14.0;  90.0;eor
         44;2022101317;    3;  13.4;  94.0;eor
         44;2022101318;    3;  13.0;  94.0;eor
         44;2022101319;    3;  12.8;  94.0;eor
         44;2022101320;    3;  12.8;  97.0;eor
         44;2022101321;    3;  12.6;  99.0;eor
         44;2022101322;    3;  12.5;  99.0;eor
         44;2022101323;    3;  12.4;  99.0;eor
         44;2022101400;    3;  12.4;  99.0;eor
         44;2022101401;    3;  12.3;  98.0;eor
         44;2022101402;    3;  12.3;  97.0;eor
         44;2022101403;    3;  12.2;  99.0;eor
         44;2022101404;    3;  12.3;  99.0;eor
         44;2022101405;    3;  12.1; 100.0;eor
         44;2022101406;    3;  12.0; 100.0;eor
         44;2022101407;    3;  12.1;  98.0;eor
         44;2022101408;    3;  12.5;  93.0;eor
         44;2022101409;    3;  12.5;  88.0;eor
         44;2022101410;    3;  14.3;  80.0;eor
         44;2022101411;    3;  14.3;  83.0;eor
         44;2022101412;    3;  15.0;  84.0;eor
         44;2022101413;    3;  15.4;  84.0;eor
         44;2022101414;    3;  15.4;  84.0;eor
         44;2022101415;    3;  15.0;  88.0;eor
         44;2022101416;    3;  14.3;  97.0;eor
         44;2022101417;    3;  14.1;  98.0;eor
         44;2022101418;    3;  14.0;  99.0;eor
         44;2022101419;    3;  14.1;  99.0;eor
         44;2022101420;    3;  14.3;  99.0;eor
         44;2022101421;    3;  14.2;  99.0;eor
         44;2022101422;    3;  13.7;  97.0;eor
         44;2022101423;    3;  12.8;  98.0;eor
         44;2022101500;    3;  12.4;  98.0;eor
         44;2022101501;    3;  12.5;  98.0;eor
         44;2022101502;    3;  12.1;  97.0;eor
         44;2022101503;    3;  11.9;  99.0;eor
         44;2022101504;    3;  11.6;  97.0;eor
         44;2022101505;    3;  11.3;  98.0;eor
         44;2022101506;    3;  10.5;  99.0;eor
         44;2022101507;    3;  11.3; 100.0;eor
         44;2022101508;    3;  12.2;  96.0;eor
         44;2022101509;    3;  13.3;  92.0;eor
         44;2022101510;    3;  15.0;  83.0;eor
         44;2022101511;    3;  14.9;  83.0;eor
         44;2022101512;    3;  15.5;  81.0;eor
         44;2022101513;    3;  16.7;  77.0;eor
         44;2022101514;    3;  15.0;  96.0;eor
         44;2022101515;    3;  14.9;  97.0;eor
         44;2022101516;    3;  15.2;  98.0;eor
         44;2022101517;    3;  15.6;  97.0;eor
         44;2022101518;    3;  15.2;  97.0;eor
         44;2022101519;    3;  15.0;  96.0;eor
         44;2022101520;    3;  14.2;  95.0;eor
         44;2022101521;    3;  13.7;  94.0;eor
         44;2022101522;    3;  13.1;  93.0;eor
         44;2022101523;    3;  12.9;  86.0;eor
         44;2022101600;    3;  12.8;  85.0;eor
         44;2022101601;    3;  12.2;  87.0;eor
         44;2022101602;    3;  12.2;  86.0;eor
         44;2022101603;    3;  12.0;  88.0;eor
         44;2022101604;    3;  12.0;  92.0;eor
         44;2022101605;    3;  12.5;  91.0;eor
         44;2022101606;    3;  12.7;  91.0;eor
         44;2022101607;    3;  12.8;  90.0;eor
         44;2022101608;    3;  13.4;  87.0;eor
         44;2022101609;    3;  14.9;  80.0;eor
         44;2022101610;    3;  16.0;  76.0;eor
         44;2022101611;    3;  16.6;  69.0;eor
         44;2022101612;    3;  17.0;  63.0;eor
         44;2022101613;    3;  16.8;  62.0;eor
         44;2022101614;    3;  17.4;  57.0;eor
         44;2022101615;    3;  17.3;  60.0;eor
         44;2022101616;    3;  16.2;  69.0;eor
         44;2022101617;    3;  12.1;  88.0;eor
         44;2022101618;    3;  10.8;  94.0;eor
         44;2022101619;    3;   9.8;  97.0;eor
         44;2022101620;    3;  10.1;  98.0;eor
         44;2022101621;    3;  10.0;  97.0;eor
         44;2022101622;    3;  10.8;  97.0;eor
         44;2022101623;    3;  11.9;  92.0;eor
         44;2022101700;    3;  12.2;  89.0;eor
         44;2022101701;    3;  11.4;  94.0;eor
         44;2022101702;    3;  11.9;  93.0;eor
         44;2022101703;    3;  11.0;  97.0;eor
         44;2022101704;    3;  12.2;  97.0;eor
         44;2022101705;    3;  12.3;  98.0;eor
         44;2022101706;    3;  12.2;  98.0;eor
         44;2022101707;    3;  14.0;  94.0;eor
         44;2022101708;    3;  15.6;  88.0;eor
         44;2022101709;    3;  17.9;  82.0;eor
         44;2022101710;    3;  19.7;  76.0;eor
         44;2022101711;    3;  19.4;  78.0;eor
         44;2022101712;    3;  17.7;  89.0;eor
         44;2022101713;    3;  16.9;  96.0;eor
         44;2022101714;    3;  16.9;  97.0;eor
         44;2022101715;    3;  16.9;  97.0;eor
         44;2022101716;    3;  16.7;  97.0;eor
         44;2022101717;    3;  16.6;  98.0;eor
         44;2022101718;    3;  15.6;  96.0;eor
         44;2022101719;    3;  14.8;  97.0;eor
         44;2022101720;    3;  14.7;  96.0;eor
         44;2022101721;    3;  14.8;  98.0;eor
         44;2022101722;    3;  15.1;  98.0;eor
         44;2022101723;    3;  15.0;  99.0;eor
         44;2022101800;    3;  14.6;  99.0;eor
         44;2022101801;    3;  13.5; 100.0;eor
         44;2022101802;    3;  14.1; 100.0;eor
         44;2022101803;    3;  14.0; 100.0;eor
         44;2022101804;    3;  13.7; 100.0;eor
         44;2022101805;    3;  13.2; 100.0;eor
         44;2022101806;    3;  12.5; 100.0;eor
         44;2022101807;    3;  12.5; 100.0;eor
         44;2022101808;    3;  12.3; 100.0;eor
         44;2022101809;    3;  13.0;  99.0;eor
         44;2022101810;    3;  15.2;  86.0;eor
         44;2022101811;    3;  15.1;  81.0;eor
         44;2022101812;    3;  15.8;  75.0;eor
         44;2022101813;    3;  16.0;  70.0;eor
         44;2022101814;    3;  16.1;  66.0;eor
         44;2022101815;    3;  15.0;  73.0;eor
         44;2022101816;    3;  14.3;  76.0;eor
         44;2022101817;    3;  12.7;  83.0;eor
         44;2022101818;    3;  11.0;  91.0;eor
         44;2022101819;    3;  11.4;  89.0;eor
         44;2022101820;    3;  11.5;  85.0;eor
         44;2022101821;    3;  11.3;  84.0;eor
         44;2022101822;    3;  11.4;  82.0;eor
         44;2022101823;    3;  10.3;  89.0;eor
         44;2022101900;    3;   9.8;  93.0;eor
         44;2022101901;    3;  10.3;  92.0;eor
         44;2022101902;    3;  10.1;  94.0;eor
         44;2022101903;    3;  10.3;  91.0;eor
         44;2022101904;    3;  10.2;  92.0;eor
         44;2022101905;    3;   9.9;  93.0;eor
         44;2022101906;    3;  10.2;  90.0;eor
         44;2022101907;    3;  10.3;  93.0;eor
         44;2022101908;    3;  11.3;  87.0;eor
         44;2022101909;    3;  11.9;  78.0;eor
         44;2022101910;    3;  11.8;  75.0;eor
         44;2022101911;    3;  11.8;  70.0;eor
         44;2022101912;    3;  12.2;  72.0;eor
         44;2022101913;    3;  13.0;  69.0;eor
         44;2022101914;    3;  12.8;  71.0;eor
         44;2022101915;    3;  11.7;  76.0;eor
         44;2022101916;    3;   9.9;  83.0;eor
         44;2022101917;    3;   9.1;  86.0;eor
         44;2022101918;    3;   7.3;  92.0;eor
         44;2022101919;    3;   7.8;  91.0;eor
         44;2022101920;    3;   7.6;  91.0;eor
         44;2022101921;    3;   7.3;  90.0;eor
         44;2022101922;    3;   6.6;  92.0;eor
         44;2022101923;    3;   5.9;  93.0;eor
         44;2022102000;    3;   6.2;  91.0;eor
         44;2022102001;    3;   5.7;  92.0;eor
         44;2022102002;    3;   5.5;  92.0;eor
         44;2022102003;    3;   5.4;  92.0;eor
         44;2022102004;    3;   4.9;  94.0;eor
         44;2022102005;    3;   4.9;  93.0;eor
         44;2022102006;    3;   5.3;  92.0;eor
         44;2022102007;    3;   5.4;  91.0;eor
         44;2022102008;    3;   6.8;  84.0;eor
         44;2022102009;    3;   8.2;  82.0;eor
         44;2022102010;    3;   9.8;  80.0;eor
         44;2022102011;    3;  11.0;  78.0;eor
         44;2022102012;    3;  11.7;  76.0;eor
         44;2022102013;    3;  12.8;  73.0;eor
         44;2022102014;    3;  12.3;  77.0;eor
         44;2022102015;    3;  11.3;  88.0;eor
         44;2022102016;    3;  11.1;  93.0;eor
         44;2022102017;    3;  11.3;  92.0;eor
         44;2022102018;    3;  11.6;  91.0;eor
         44;2022102019;    3;  11.4;  93.0;eor
         44;2022102020;    3;  11.1;  96.0;eor
         44;2022102021;    3;  10.8;  98.0;eor
         44;2022102022;    3;  10.6;  99.0;eor
         44;2022102023;    3;  11.0;  98.0;eor
         44;2022102100;    3;  11.1;  98.0;eor
         44;2022102101;    3;  11.0;  97.0;eor
         44;2022102102;    3;  10.5;  98.0;eor
         44;2022102103;    3;  11.2;  98.0;eor
         44;2022102104;    3;  11.2;  98.0;eor
         44;2022102105;    3;  11.6;  98.0;eor
         44;2022102106;    3;  11.2;  99.0;eor
         44;2022102107;    3;  10.6; 100.0;eor
         44;2022102108;    3;  13.1;  94.0;eor
         44;2022102109;    3;  14.4;  90.0;eor
         44;2022102110;    3;  16.1;  82.0;eor
         44;2022102111;    3;  17.4;  77.0;eor
         44;2022102112;    3;  18.6;  73.0;eor
         44;2022102113;    3;  17.3;  81.0;eor
         44;2022102114;    3;  16.9;  83.0;eor
         44;2022102115;    3;  16.1;  91.0;eor
         44;2022102116;    3;  15.3;  96.0;eor
         44;2022102117;    3;  14.8;  98.0;eor
         44;2022102118;    3;  14.7;  97.0;eor
         44;2022102119;    3;  14.6;  97.0;eor
         44;2022102120;    3;  13.7; 100.0;eor
         44;2022102121;    3;  13.2; 100.0;eor
         44;2022102122;    3;  12.4; 100.0;eor
         44;2022102123;    3;  11.9; 100.0;eor
         44;2022102200;    3;  11.8; 100.0;eor
         44;2022102201;    3;  11.5; 100.0;eor
         44;2022102202;    3;  11.4; 100.0;eor
         44;2022102203;    3;  11.3; 100.0;eor
         44;2022102204;    3;  10.7; 100.0;eor
         44;2022102205;    3;  11.1; 100.0;eor
         44;2022102206;    3;  10.3; 100.0;eor
         44;2022102207;    3;  10.6; 100.0;eor
         44;2022102208;    3;  13.1;  95.0;eor
         44;2022102209;    3;  15.2;  86.0;eor
         44;2022102210;    3;  16.4;  83.0;eor
         44;2022102211;    3;  17.0;  80.0;eor
         44;2022102212;    3;  16.9;  80.0;eor
         44;2022102213;    3;  16.3;  82.0;eor
         44;2022102214;    3;  16.1;  85.0;eor
         44;2022102215;    3;  16.0;  83.0;eor
         44;2022102216;    3;  15.8;  85.0;eor
         44;2022102217;    3;  14.3;  92.0;eor
         44;2022102218;    3;  13.7;  94.0;eor
         44;2022102219;    3;  12.4;  97.0;eor
         44;2022102220;    3;  12.0;  98.0;eor
         44;2022102221;    3;  11.8;  98.0;eor
         44;2022102222;    3;  10.9; 100.0;eor
         44;2022102223;    3;  10.5; 100.0;eor
         44;2022102300;    3;  10.0; 100.0;eor
         44;2022102301;    3;   9.8; 100.0;eor
         44;2022102302;    3;   9.3; 100.0;eor
         44;2022102303;    3;   8.7; 100.0;eor
         44;2022102304;    3;   8.7; 100.0;eor
         44;2022102305;    3;   9.3; 100.0;eor
         44;2022102306;    3;   9.3; 100.0;eor
         44;2022102307;    3;   8.6; 100.0;eor
         44;2022102308;    3;  10.6; 100.0;eor
         44;2022102309;    3;  12.0;  98.0;eor
         44;2022102310;    3;  13.8;  90.0;eor
         44;2022102311;    3;  14.8;  89.0;eor
         44;2022102312;    3;  15.7;  85.0;eor
         44;2022102313;    3;  15.7;  86.0;eor
         44;2022102314;    3;  16.1;  86.0;eor
         44;2022102315;    3;  15.8;  86.0;eor
         44;2022102316;    3;  15.4;  86.0;eor
         44;2022102317;    3;  14.5;  88.0;eor
         44;2022102318;    3;  14.4;  87.0;eor
         44;2022102319;    3;  16.2;  79.0;eor
         44;2022102320;    3;  15.6;  86.0;eor
         44;2022102321;    3;  15.2;  89.0;eor
